id	name	ancestors	
nRBP1wmR8JB	Phòng khám đa khoa Hòa Khánh	Việt Nam/Đà Nẵng	
nrGDxkziyJu	Chi cục Dân số Kế hoạch hóa gia đình	Việt Nam/Phú Thọ	
nrj5opdq3zk	Bệnh viện Lao và Bệnh Phổi	Việt Nam/Khánh Hòa	
nrNNzFVSG2M	Huyện Mỏ Cày Nam	Việt Nam/Bến Tre	
Ns9Cw7ix9sG	Bệnh viện Quân dân y Bạc Liêu	Việt Nam/Bạc Liêu	
nslgEcDpomK	Huyện Yên Bình	Việt Nam/Yên Bái	
NsNc69Suedz	Trung tâm Giám định Y khoa	Việt Nam/Ninh Bình	
nSWsl3PtbQ0	Bệnh viện Nhi đồng 2	Việt Nam/Hồ Chí Minh	
NT9EbmEcE1v	Bệnh viện đa khoa khu vực Ba Tri	Việt Nam/Bến Tre	
NtlZSrTAZav	Bệnh viện Đa khoa Hồng Phúc	Việt Nam/Hải Phòng	
NTS2BrJVvq0	Bệnh Viện A 	Việt Nam/Thái Nguyên	
NU00dvUjsvu	Bệnh viện Đa khoa	Việt Nam/Vĩnh Long	
NUNEQwPF2N4	Thành phố Đà Lạt	Việt Nam/Lâm Đồng	
nutepsdIt79	Bệnh viện Nhi	Việt Nam/Hải Dương	
nUurI7vinwb	Thị xã Long Mỹ	Việt Nam/Hậu Giang	
nV055UrrBpM	Thị xã Thuận An	Việt Nam/Bình Dương	
NVBdK9TKsQl	Bệnh viện Sản - Nhi 	Việt Nam/Quảng Ngãi	
nVhBGAOnxvC	Trung tâm Pháp Y	Việt Nam/Ninh Bình	
NvIKy1i5Bb2	Tay Ninh Provincial General Hospital	Việt Nam/Tây Ninh	
NWCgArqo7aF	Bệnh viện ĐK Quốc Ánh	Việt Nam/Hồ Chí Minh	
nWIO4ZdkrtC	Huyện Tây Hoà	Việt Nam/Phú Yên	
NWoFjL2YVcy	Trung tâm Kiểm soát bệnh tật	Việt Nam/Đà Nẵng	
NXaevbg5Cbe	Huyện U Minh Thượng	Việt Nam/Kiên Giang	
NxKd7A0MDpk	Trung tâm vận chuyển cấp cứu 115	Việt Nam/Thừa Thiên Huế	
NXoY8pVNWRL	Bệnh viện Y học cổ truyền	Việt Nam/Đắk Lắk	
nxxF5pHdrPX	Trung tâm Chẩn đoán Y khoa Medic	Việt Nam/Hồ Chí Minh	
NyE3nT2XrgE	Bệnh viện quốc tế City	Việt Nam/Hồ Chí Minh	
NYkCSY7Hc2z	Huyện Châu Phú	Việt Nam/An Giang	
NyNYc1ZzFn4	Bệnh viện Hoàn Mỹ	Việt Nam/Lâm Đồng	
NZDNw5OnfJw	Quận Tân Phú	Việt Nam/Hồ Chí Minh	
nZFuIpqwuf2	Bệnh viện Phổi Hà Nội	Việt Nam/Hà Nội	
nZQfaPso9o0	Sở Y tế	Việt Nam/Lâm Đồng	
o0vreVUOauk	Đại học Y - Dược thành phố Hồ Chí Minh	Việt Nam/Các đơn vị trực thuộc Bộ	
o1TuCsSFSBj	Bệnh viện đa khoa khu vực tỉnh An Giang	Việt Nam/An Giang	
O3nhJpgM2J0	Bệnh viện Y học cổ truyền	Việt Nam/Hải Phòng	
o3ZrswkF3Ic	Trung tâm Giám định Pháp y	Việt Nam/Lai Châu	
o4HGBqPEBWR	Cục Quản lý Dược	Việt Nam/Các đơn vị thuộc Bộ	
o4rPnkszUSV	Trung tâm Kiểm soát bệnh tật	Việt Nam/Trà Vinh	
o6Ez9naiQa1	Bệnh viện Y Dược cổ truyền	Việt Nam/Ninh Thuận	
O7WTI9RSI0n	Bệnh viện Quốc tế Thái Nguyên	Việt Nam/Thái Nguyên	
o8gCXbhwtMv	Trung tâm Giám định Y khoa	Việt Nam/Hồ Chí Minh	
OAnyMX67p3p	Trung tâm Pháp y	Việt Nam/Thanh Hóa	
ObikL79goKk	Huyện Xuân Lộc	Việt Nam/Đồng Nai	
Obk5Z7xU34W	Huyện Long Hồ	Việt Nam/Vĩnh Long	
ObsicLiaLS2	Phòng khám ĐK Hạnh Phúc	Việt Nam/Đồng Nai	
Oc4OgdHsTwD	Bệnh viện Đà Nẵng	Việt Nam/Đà Nẵng	
OcafQHeXylJ	Huyện Bảo Lâm	Việt Nam/Lâm Đồng	
OCcgOViyidi	Bệnh viện II Lâm Đồng	Việt Nam/Lâm Đồng	
OceVnmh7cP3	Quận 9	Việt Nam/Hồ Chí Minh	
oD2O1pbA2iq	Bệnh viện Đa khoa tỉnh	Việt Nam/Sóc Trăng	
Od6f1fMCBIT	Bệnh viện đa khoa tỉnh	Việt Nam/Sơn La	
oDNTPHOY92x	Thành phố  Cà Mau	Việt Nam/Cà Mau	
OdOSFhWL6ro	Bệnh viện đa khoa Hòa Bình	Việt Nam/Hải Dương	
odZnyqsFtkv	Bệnh viện Phục hồi chức năng	Việt Nam/Nghệ An	
oekC4l6O1Ue	Khu Điều trị Phong Bến Sắn	Việt Nam/Hồ Chí Minh	
OERonLgTZ7r	Bệnh viện Mắt	Việt Nam/Hà Tĩnh	
ofpIt2GGpYK	Huyện Mang Yang	Việt Nam/Gia Lai	
OgfMCp6CHCM	Phòng khám ĐK Đại Phước	Việt Nam/Đồng Nai	
ogpjmfLqYTH	Bệnh viện Tâm thần	Việt Nam/Đắk Lắk	
oGupAvDhXnf	Bệnh viện Ngoại thần Kinh Quốc tế	Việt Nam/Hồ Chí Minh	
OHaQJ3gDKNM	Sở Y tế	Việt Nam/Kon Tum	
ohGXAB8IBII	Sở Y tế Trà Vinh	Việt Nam/Trà Vinh	
oHJ5YhPqM1d	Thành phố Gia Nghĩa	Việt Nam/Đắk Nông	
oIT2mZMQjaZ	Bệnh viện tâm thần	Việt Nam/Thanh Hóa	
ojaxj9hU11L	Thị xã Vĩnh Châu	Việt Nam/Sóc Trăng	
OjpFj8DbCti	Huyện Quỳnh Lưu	Việt Nam/Nghệ An	
oK2SeJ3SIrv	Thị xã Tân Châu	Việt Nam/An Giang	
OKayTIKtC8G	Bệnh viện Mắt	Việt Nam/Bà Rịa - Vũng Tàu	
OKBn5UShbBo	Phòng khám ĐK Cao đẳng Y tế Đồng Nai	Việt Nam/Đồng Nai	
OL7D7f9Sam1	Huyện Yên Dũng	Việt Nam/Bắc Giang	
OLFeOhg0AL0	Bệnh viện Tâm thần	Việt Nam/Vĩnh Phúc	
olhkRjzqFBA	Trung tâm pháp Y	Việt Nam/Bình Dương	
olWvCtURcxq	Huyện Thạch Thất	Việt Nam/Hà Nội	
oM0FZ0lI3wV	BVĐK Vạn Phúc 1	Việt Nam/Bình Dương	
OM6nQzv2HC3	Huyện Phù Yên	Việt Nam/Sơn La	
OM7BrDdTdDu	Huyện Đơn Dương	Việt Nam/Lâm Đồng	
omeZ6zzFlF1	Bệnh viện đa khoa Sơn Tây	Việt Nam/Hà Nội	
OOu0Zv2DNtU	Trung tâm TT GDSK (Sáp nhập 2020)	Việt Nam/Long An	
oPGwMWWktHj	Sở Y tế	Việt Nam/Thái Bình	
OPm4sg35xqd	Trung tâm Pháp Y 	Việt Nam/Bạc Liêu	
opWiI9Keis2	Bệnh viện đại học y	Việt Nam/Thái Bình	
oQF928CopN0	Huyện Thạnh Trị	Việt Nam/Sóc Trăng	
oQQEtiCvoVk	Huyện Triệu Phong	Việt Nam/Quảng Trị	
OqSlUBqb6SD	Bệnh viện Đa khoa Cẩm Phả	Việt Nam/Quảng Ninh	
oqwfp7O1gqQ	Bệnh viện ĐK Xuyên Á	Việt Nam/Hồ Chí Minh	
OQxHNzusSxi	Chi cục An toàn vệ sinh thực phẩm (Sáp nhập 2020)	Việt Nam/Bắc Giang	
orLoVPmaD3Z	Thị xã Bình Long	Việt Nam/Bình Phước	
OTZyGsuqFYX	Bệnh viện Mắt Hà Đông	Việt Nam/Hà Nội	
oUT6TQ5H6wG	Bệnh viện đa khoa Trường Đức	Việt Nam/Yên Bái	
oUxL168VqTD	Thành phố Hòa Bình	Việt Nam/Hòa Bình	
OwbIVOKd4XN	Bệnh viện tâm thần kinh	Việt Nam/Hưng Yên	
OwiwFl17Bqk	Bệnh viện Y học Cổ truyền	Việt Nam/Hà Tĩnh	
OwU7wDOnF02	Trung tâm Kiểm nghiệm Dược phẩm-Mỹ Phẩm	Việt Nam/Đắk Lắk	
oxe60Ut9xu6	Bệnh viện Phụ Sản - Nhi Bình Dương	Việt Nam/Bình Dương	
OXhYCPrKEXA	Trường Đại học Dược Hà Nội	Việt Nam/Các đơn vị trực thuộc Bộ	
oXieDEPkEv2	Phòng khám ĐK Quốc tế Sỹ Mỹ	Việt Nam/Đồng Nai	
oxVIBLoI5jm	Chi cục An toàn vệ sinh thực phẩm	Việt Nam/Điện Biên	
oy8r4CTMyvl	Huyện Krông Bông	Việt Nam/Đắk Lắk	
oY8Tj0ZYOve	Chi Cục DSKHHGĐ	Việt Nam/Vĩnh Long	
oYRhKK4jfvq	Phòng khám ĐK Hồng Phúc	Việt Nam/Hải Phòng	
oyY5rCrl3Pr	Chi cục Dân số - Kế hoạch hóa gia đình	Việt Nam/Hà Giang	
Oz7f4mxOWg4	Bệnh viện Y học cổ truyền	Việt Nam/Yên Bái	
OZTSIhQt4WN	Huyện Nghi Xuân	Việt Nam/Hà Tĩnh	
P0yv39a22nl	Bệnh viện Mắt	Việt Nam/Sơn La	
p1UYJ6EoGN6	Bệnh viện đa khoa Cuộc Sống	Việt Nam/Sơn La	
p4vtUb0r28z	Bệnh viện Tâm thần 	Việt Nam/Quảng Ngãi	
P5cRgHhIs92	Trung tâm Kiểm soát bệnh tật tỉnh	Việt Nam/Ninh Bình	
P5EdB7kUT02	Phòng khám Đa khoa Nguyễn Quang Hợp	Việt Nam/Thừa Thiên Huế	
P5t2pump9XA	Bệnh viện đa khoa khu vực Đặng Thùy Trâm	Việt Nam/Quảng Ngãi	
p5VeyyCadkU	Phòng khám ĐK Ái Nghĩa Long Khánh	Việt Nam/Đồng Nai	
P5YBUfPhasJ	Huyện Cần Giuộc	Việt Nam/Long An	
P5zv5IwpAMV	Bệnh viện Y học Cổ truyền	Việt Nam/Thừa Thiên Huế	
P6GLMnW64lW	Bệnh viện RHM Việt Anh Đức	Việt Nam/Đồng Nai	
P6wO54OFjdc	Bệnh Viện Mắt 	Việt Nam/Ninh Bình	
p7c9qvCDC6A	Trung tâm kiểm nghiệm DP & MP	Việt Nam/Hà Tĩnh	
P8c6NgAKTnZ	Huyện Vĩnh Cửu	Việt Nam/Đồng Nai	
p9sY6Bn7L7z	Bệnh viện Da Liễu	Việt Nam/Đà Nẵng	
pAcPDG2KuOt	Chi cục Dân số kế hoạch hóa gia đình	Việt Nam/Ninh Thuận	
pacxIam0msY	Bệnh viện Da Liểu	Việt Nam/Đồng Nai	
PacZ7R81DfW	Huyện Đắk Hà	Việt Nam/Kon Tum	
PadHJP5CJ3a	Viện Kiểm nghiệm thuốc thành phố Hồ Chí Minh	Việt Nam/Các đơn vị trực thuộc Bộ	
pAFhikWTlBn	Chi cục An toàn vệ sinh thực phẩm	Việt Nam/Bạc Liêu	
pB4DrYonM6n	Trung tâm Kiểm soát Dược phẩm, Thực phẩm và Thiết bị y tế	Việt Nam/Ninh Thuận	
PBJkdZBMw4K	Huyện Văn Quan	Việt Nam/Lạng Sơn	
pCe5vsXxo19	Bệnh viện PTTHTM Á - Âu	Việt Nam/Hồ Chí Minh	
PdGOyhyUs96	Bệnh viện Quân Dân Y 	Việt Nam/Cần Thơ	
pdj3lj09JLH	Bệnh viện Tâm Thần	Việt Nam/Hà Tĩnh	
pe5TqxkgdUX	Bệnh viện 09	Việt Nam/Hà Nội	
peazlObnBL7	Huyện Phú Vang	Việt Nam/Thừa Thiên Huế	
PEBfrN6X6IL	Bệnh viện Răng - Hàm - Mặt Trung ương Hà Nội	Việt Nam/Các đơn vị trực thuộc Bộ	
pekAEguLFM2	Huyện Gò Công Tây	Việt Nam/Tiền Giang	
PEPVclYPAkD	Bệnh viện đa khoa Thái Bình Dương - Tam Kỳ	Việt Nam/Quảng Nam	
PEYUCVhnYQl	Chi cục dân số KHHGĐ	Việt Nam/Bình Dương	
pF6p7XUsjoF	Huyện Giao Thủy	Việt Nam/Nam Định	
pfBdcq5GEL7	Quận 1	Việt Nam/Hồ Chí Minh	
pFOxfAbVsoi	Trung tâm Giám định Y khoa	Việt Nam/Hà Nam	
pfZ0RFgUPTP	Huyện Mỏ Cày Bắc	Việt Nam/Bến Tre	
PgNff6lPnUn	Huyện Vĩnh Thạnh	Việt Nam/Cần Thơ	
PH75O4HzfxF	Huyện Triệu Sơn	Việt Nam/Thanh Hóa	
PIhsXudogCJ	Huyện Thanh Miện	Việt Nam/Hải Dương	
pILjmf9YL3l	Bệnh viện Lao và bệnh Phổi 	Việt Nam/Kiên Giang	
PIQF4EaGOhz	Huyện Hoài Ân	Việt Nam/Bình Định	
PIWmDv9Qku0	Bệnh viện Tân Sơn Nhất	Việt Nam/Hồ Chí Minh	
PJ4Kj04ALWs	Phòng khám ĐK Y Dược Hoàn Hảo	Việt Nam/Đồng Nai	
pkfBuLhIK5v	Trung tâm pháp y	Việt Nam/Nghệ An	
pkN1GwXUFWq	Sở Y tế	Việt Nam/Thanh Hóa	
PkQfBSLPpJH	Trung tâm Giám định Y khoa	Việt Nam/Nam Định	
PKUh1ehM9P3	Thành phố Quảng Ngãi	Việt Nam/Quảng Ngãi	
PkuwBhg2YHC	Bệnh viện ĐKKV Hậu Nghĩa	Việt Nam/Long An	
PLRjhYtJwGz	Bệnh viện đa khoa khu vực Cam Ranh	Việt Nam/Khánh Hòa	
PLSmZUI586K	Thị xã Nghi Sơn	Việt Nam/Thanh Hóa	
PmMKcyUzRnB	Huyện Quảng Ninh	Việt Nam/Quảng Bình	
PNd5bBjNLAI	Chi cục Dân số - KHHGD tỉnh Cà Mau	Việt Nam/Cà Mau	
Pnj1cKaZ9KE	Bệnh viện Y dược cổ truyền - Phục hồi chức năng 	Việt Nam/Kon Tum	
pnZVMGHHb2E	Huyện Đầm Dơi	Việt Nam/Cà Mau	
PoKQXZVg3jy	Trung tâm Y tế Than KV  Mạo Khê	Việt Nam/Quảng Ninh	
POQuME0fbV5	Trung tâm Kiểm nghiệm Dược phẩm Mỹ phẩm (Sáp nhập 2020)	Việt Nam/Hậu Giang	
poV2KhhAlZz	Huyện Lục Nam	Việt Nam/Bắc Giang	
PpbAMlwhGai	Huyện Chơn Thành	Việt Nam/Bình Phước	
pPeF1TYifve	Huyện Đa Krông	Việt Nam/Quảng Trị	
ppS4tARUSc8	Huyện Đồng Văn	Việt Nam/Hà Giang	
pps6KcFnzUM	Bệnh viện đa khoa Đông Anh	Việt Nam/Hà Nội	
ppTggsRiHXk	Bệnh viện Đa khoa Đông Âu	Việt Nam/Nghệ An	
pQpPt5sz519	Trung tâm Pháp y	Việt Nam/Điện Biên	
prbfVLvSRFp	Bệnh viện Đa khoa tỉnh	Việt Nam/Bắc Giang	
pRk8gyliYt0	Trung tâm Giám định y khoa	Việt Nam/Bình Phước	
prKqTDQbl2F	Trung tâm Kiểm soát bệnh tật 	Việt Nam/Bình Thuận	
prLARw0DPYa	Bệnh viện Nhi đồng	Việt Nam/Cần Thơ	
pRV9dStWtL8	Bệnh viện Nội tiết Trung ương	Việt Nam/Các đơn vị trực thuộc Bộ	
PsgJfSZdk52	Bệnh viện Mỹ Đức Phú Nhuận	Việt Nam/Hồ Chí Minh	
pvFOLbadEKd	Huyện Dầu Tiếng	Việt Nam/Bình Dương	
Pvlgm901ac3	Bệnh viện Đa khoa tỉnh	Việt Nam/Tuyên Quang	
Pwb2hNbEdF4	Trung tâm kiểm dịch y tế quốc tế	Việt Nam/Quảng Ninh	
PWg8owszjhj	Bệnh viện RHM và PTTH thẩm mỹ Thái Thượng Hoàng	Việt Nam/Nghệ An	
PWHE2KhIzwt	Bệnh viện Phục hồi chức năng	Việt Nam/Hải Phòng	
pwK9ZSawekM	Thị xã Ngã Năm	Việt Nam/Sóc Trăng	
pWQ6TfVNZkn	Huyện Ba Bể	Việt Nam/Bắc Kạn	
PWsMgz6RVFh	TT Điều phối quốc gia về ghép bộ phận cơ thể người	Việt Nam/Các đơn vị trực thuộc Bộ	
pWYg2vF3pc1	Huyện Mộc Hóa	Việt Nam/Long An	
PYf3XE4gXBw	Huyện Ninh Phước	Việt Nam/Ninh Thuận	
pz4lTWjNfyU	Chi cục Dân số - KHHGĐ	Việt Nam/Thái Nguyên	
pZGr8E6Zl6Q	Chi cục ATVSTP	Việt Nam/Sóc Trăng	
PZqO2ISoFpf	Trường Đại học Y Dược Thái Bình	Việt Nam/Các đơn vị trực thuộc Bộ	
pZu0UpcC023	Huyện Chương Mỹ	Việt Nam/Hà Nội	
Q05c4koaBYv	Huyện Trạm Tấu	Việt Nam/Yên Bái	
q0o3mY2KVD7	Bệnh viện Đa khoa tỉnh	Việt Nam/Ninh Bình	
Q1zfPRtqaif	Bệnh viện Đa khoa khu vực Cai Lậy	Việt Nam/Tiền Giang	
q2vNy0x1QiJ	Bệnh viện Tâm Thần	Việt Nam/Thừa Thiên Huế	
q3EDTDcHDg1	Huyện Bảo Lâm	Việt Nam/Cao Bằng	
q3MPndU7lRJ	Huyện Tuy Phong	Việt Nam/Bình Thuận	
q3t8f2N0egH	Ban Bảo vệ, Chăm sóc sức khỏe cán bộ 	Việt Nam/Thanh Hóa	
Q4UJsAStMyW	Huyện Việt Yên	Việt Nam/Bắc Giang	
q5yDLi9mSKY	Cty cổ phần dược phẩm Agimexpharm	Việt Nam/An Giang	
q60cxuNEajF	Bệnh Viện C 	Việt Nam/Thái Nguyên	
q6enw0GZhle	Bệnh viện Đa khoa KV Hồng Ngự	Việt Nam/Đồng Tháp	
q6u6F86GegC	Chi cục Dân số - KHHGĐ	Việt Nam/Thừa Thiên Huế	
Q7xUnD6458O	Quận 2	Việt Nam/Hồ Chí Minh	
Q909RMrqaRo	Trung tâm Nội Tiết (Sáp nhập 2020)	Việt Nam/Khánh Hòa	
Q96AdKN3i55	Thành phố Cao Bằng	Việt Nam/Cao Bằng	
q9xz6UL8Tx5	Bệnh viện đa khoa YHCT Hà Nội	Việt Nam/Hà Nội	
qagPC6H8aTH	Huyện Hiệp Đức	Việt Nam/Quảng Nam	
QAuvBQiv6gc	Bệnh viện Đa khoa 115	Việt Nam/Nghệ An	
qbE7COBOTl1	Bệnh viện Sản Nhi tỉnh Hậu Giang	Việt Nam/Hậu Giang	
QbmMAX4JD55	Huyện Đăk Đoa	Việt Nam/Gia Lai	
qcbUghWfP3Y	Huyện Đầm Hà	Việt Nam/Quảng Ninh	
qcGBmsqC3Vn	Huyện Yên Minh	Việt Nam/Hà Giang	
Qcv0gOvAsfW	Sở Y tế	Việt Nam/Cao Bằng	
qDowHyHFPoR	Thành phố Kon Tum	Việt Nam/Kon Tum	
QdrGjK8B3xO	Trung tâm Giám định y khoa	Việt Nam/Bình Thuận	
qEHTM4vh8V9	Bệnh viện đa khoa tỉnh	Việt Nam/Hải Dương	
QEvNtbcjLIE	Trung tâm Kiểm soát bệnh tật	Việt Nam/Ninh Thuận	
Qfg6cpUN8ZV	Bệnh viện Đa khoa tỉnh 	Việt Nam/Trà Vinh	
QFgOs3o8HBM	BV PTTM Ngô Mộng Hùng	Việt Nam/Hồ Chí Minh	
qg9ijIFvC4F	Sở Y tế	Việt Nam/Quảng Ninh	
qGJwTYVqKEm	Huyện Lương Sơn	Việt Nam/Hòa Bình	
QGMlI3xmhZe	Thành phố Cam Ranh	Việt Nam/Khánh Hòa	
Qh5iOo3XILa	Trung tâm Kiểm nghiệm	Việt Nam/Hà Giang	
qHNFJWECQqg	Huyện Lâm Thao	Việt Nam/Phú Thọ	
QHUF2bqCMJZ	Trung tâm KN - DP - MP	Việt Nam/Ninh Bình	
QIcgoacfKrV	BV Đa khoa Minh An	Việt Nam/Nghệ An	
qidFyy5jomx	Huyện Cẩm Mỹ	Việt Nam/Đồng Nai	
qiJRPxYHMei	Quận Cầu Giấy	Việt Nam/Hà Nội	
QiZQHWQZdxB	Huyện Trần Đề	Việt Nam/Sóc Trăng	
QJVXEehESes	Quận Bình Thạnh	Việt Nam/Hồ Chí Minh	
qKAWQyEVO5T	Bệnh viện Đại An	Việt Nam/Thanh Hóa	
QkEKJNluKlr	Trung tâm kiểm soát bệnh tật tỉnh	Việt Nam/Thừa Thiên Huế	
QKh7SjjNdhV	Sở Y tế	Việt Nam/Hòa Bình	
qKiWUfWp7Gr	Trung tâm Kiểm soát bệnh tật	Việt Nam/Đắk Lắk	
qLaUpVzRveD	Phòng khám ĐK Hồng Phúc	Việt Nam/Đồng Nai	
QlyciNwT7X5	Bệnh viện đa khoa Bình Điền	Việt Nam/Thừa Thiên Huế	
qm1MG6uFkgz	Huyện Giồng Trôm	Việt Nam/Bến Tre	
qM55Bne1b1f	Chi cục An toàn vệ sinh thực phẩm	Việt Nam/Phú Thọ	
qMEeyi5qAah	Bệnh viện Mắt	Việt Nam/Bình Định	
qMhd1B0bYkq	Bệnh viện Ung bướu	Việt Nam/Nghệ An	
QMOlOL7jrBh	Bệnh viện Y học cổ truyền	Việt Nam/Bình Phước	
qmQ6d4srgqO	Bệnh viện đa khoa Medic	Việt Nam/Bình Dương	
QmyAlYR1FKp	Chi Cục dân số - Kế hoạch hóa gia đình	Việt Nam/An Giang	
qn4OGZ5cDiF	Chi cục Dân số - Kế hoạch hoá gia đình	Việt Nam/Phú Yên	
qNGPXEngNUC	Huyện Phù Ninh	Việt Nam/Phú Thọ	
qniCkoyd1zI	Huyện Tiểu Cần	Việt Nam/Trà Vinh	
QO9ZgmJcXYZ	Bệnh viện Phụ sản - Nhi	Việt Nam/Quảng Nam	
qOhDBrTnCBy	Huyện Krông Pắc	Việt Nam/Đắk Lắk	
QoV4lMre5wL	Trường Đại học Y - Dược Cần Thơ	Việt Nam/Các đơn vị trực thuộc Bộ	
QQAADnv7Iig	Viện Sức khỏe nghề nghiệp và môi trường	Việt Nam/Các đơn vị trực thuộc Bộ	
QqhmNvoeb8z	Trung tâm GĐ Y khoa - Pháp y 	Việt Nam/Quảng Bình	
qQIzQBmVrIL	Huyện Lai Vung	Việt Nam/Đồng Tháp	
QQUVfHxFHJa	Huyện Như Xuân	Việt Nam/Thanh Hóa	
qR6cgqBHuAe	Huyện Thanh Oai	Việt Nam/Hà Nội	
QRPrCJ8S8d9	Huyện Đông Sơn	Việt Nam/Thanh Hóa	
QsAicwWgYVg	Trung tâm CSSKSS (Sáp nhập 2020)	Việt Nam/Lâm Đồng	
QtOkc8Q6Vyz	Huyện Cao Lộc	Việt Nam/Lạng Sơn	
qTuanZF9mqh	Bệnh viện CTCH-PTTH Huế	Việt Nam/Thừa Thiên Huế	
QtvABIeXFet	Sở Y Tế	Việt Nam/Long An	
qUab5GRz4UD	Trung tâm Giám định y khoa	Việt Nam/An Giang	
qUQaGiwRy97	Bệnh viện Mắt	Việt Nam/Thừa Thiên Huế	
QUUcMsMKj9c	Phòng khám ĐK An Phúc Sài Gòn	Việt Nam/Đồng Nai	
QVAMRqjYh2A	BVĐK Mỹ Phước	Việt Nam/Bình Dương	
Qve7aT4RVY5	Huyện Vạn Ninh	Việt Nam/Khánh Hòa	
QveVi1VsUpQ	Huyện Hàm Thuận Bắc	Việt Nam/Bình Thuận	
QvgHUCnZ6Gf	Huyện Bình Liêu	Việt Nam/Quảng Ninh	
qVGQyPOI2cO	Phòng khám ĐK Ái Nghĩa Nhơn Trạch	Việt Nam/Đồng Nai	
qvKxeBZD9sc	Bệnh viện y học cổ truyền Nhơn Ái	Việt Nam/Bình Thuận	
qvV9nKr3WpS	Trung tâm Phòng chống  HIV/AIDS	Việt Nam/Cần Thơ	
qVVMBPAkD1K	Bệnh viện CKTM Việt Mỹ	Việt Nam/Hồ Chí Minh	
Qw143q2jSrN	Trung tâm Pháp y	Việt Nam/Quảng Ngãi	
qw2tTL2Psf4	Bệnh viện phục hồi chức năng	Việt Nam/Quảng Ninh	
QWHxeyaTRBF	Phòng khám Nguyễn Xuân Dũ	Việt Nam/Thừa Thiên Huế	
qWjbN7fgsVN	Huyện Chư Păh	Việt Nam/Gia Lai	
QWXaTB2RaxW	Phòng khám ĐK Xuân Triệu	Việt Nam/Đồng Nai	
QXSVi0ngAXi	Bệnh viện Đa Khoa Sài Gòn	Việt Nam/Hồ Chí Minh	
qy3gT2ZXjrx	Bệnh viện PTTM H.Quốc Kim Hospital	Việt Nam/Hồ Chí Minh	
qY86Rvq4Mcd	TT Giám định Pháp Y	Việt Nam/Đồng Nai	
QYDwnW2316p	Huyện Tân Uyên	Việt Nam/Lai Châu	
QyGFJAJ96i7	Trung tâm vận chuyển cấp cứu	Việt Nam/Quảng Ninh	
QZAthXlExxz	Huyện Thăng Bình	Việt Nam/Quảng Nam	
QZdkeIkJ14f	Bệnh viện Nhi Trung ương	Việt Nam/Các đơn vị trực thuộc Bộ	
R14ZA4rGAV6	Viện Dinh dưỡng	Việt Nam/Các đơn vị trực thuộc Bộ	
R2P8vg92SZH	Thị xã Bỉm Sơn	Việt Nam/Thanh Hóa	
r2TouQBbRwK	Huyện Đông Anh	Việt Nam/Hà Nội	
r5e1bLi6rgF	PKĐK Bình Dân (Vĩnh Bảo)	Việt Nam/Hải Phòng	
r5iyR0BMdws	Huyện Yên Phong	Việt Nam/Bắc Ninh	
R5oU8uCJzRX	Huyện Thới Lai	Việt Nam/Cần Thơ	
r6tmvzy0cEm	Bệnh viện đa khoa tư nhân Lâm Hoa	Việt Nam/Thái Bình	
R7CUc0myIE9	Bệnh viện đa khoa Minh Đức	Việt Nam/Bến Tre	
r9u3BLAwzD8	Huyện Đông Hưng	Việt Nam/Thái Bình	
ra30FX3MulY	Trường Cao đẳng Y tế Đặng Thùy Trâm	Việt Nam/Quảng Ngãi	
RapIA4GAxhW	Học viện Y - Dược học cổ truyền Việt Nam	Việt Nam/Các đơn vị trực thuộc Bộ	
rbBpWinLlKk	Trung tâm kiểm soát bệnh tật	Việt Nam/Quảng Ninh	
RBbUvdIvke6	Bệnh viện PTTHTM AVA Văn Lang	Việt Nam/Hồ Chí Minh	
RbjnWH2F6gs	Thành phố Bảo Lộc	Việt Nam/Lâm Đồng	
rBMouW3GvYX	Bệnh viện ung bướu tỉnh 	Việt Nam/Thanh Hóa	
rBo4FyPVYJk	Chi cục Dân số - Kế hoạch hóa gia đình	Việt Nam/Lai Châu	
rbqrWHIHfF1	Trung tâm Giám định Y Khoa	Việt Nam/Thừa Thiên Huế	
RbqxI8OdRDn	Huyện Đà Bắc	Việt Nam/Hòa Bình	
rBvjggekZKU	Huyện Gia Viễn	Việt Nam/Ninh Bình	
Rc0d8bskM9a	Huyện Can Lộc	Việt Nam/Hà Tĩnh	
RcdhGizGmUL	Huyện Hà Quảng	Việt Nam/Cao Bằng	
rCeryEZEF0i	Phòng khám ĐK Ái Nghĩa Xuân Lộc	Việt Nam/Đồng Nai	
RcOKyvwFgcm	Bệnh viện Phong Da liễu	Việt Nam/Sơn La	
rCQD5lamtZn	Bệnh viện đa khoa tỉnh	Việt Nam/Bắc Ninh	
RCQMUWpLLEr	Huyện Phong Điền	Việt Nam/Cần Thơ	
rcXQ0Dm1AaE	Công ty Liên doanh Meyer-BPC	Việt Nam/Bến Tre	
Rda9PJ23q9V	Thành phố Vũng Tàu	Việt Nam/Bà Rịa - Vũng Tàu	
rdDBrWvmBpH	Thành phố Tam Kỳ	Việt Nam/Quảng Nam	
re4AdDP3Nou	Phòng Khám Đa Khoa Thi Vân	Việt Nam/Thái Nguyên	
re942Djfwbw	Huyện Kim Bảng	Việt Nam/Hà Nam	
ReJwWiWP6U7	Sở Y tế Bà Rịa - Vũng Tàu	Việt Nam/Bà Rịa - Vũng Tàu	
ReQl0UEvD54	Bệnh viện Đa khoa Đức Minh	Việt Nam/Hà Giang	
